filename,width,height,class,ymin,ymax,xmin,xmax
PRINGLESCEBOLLA_1_view_1_pose_11_lit_2_full.jpg,160,120,cebolla,20,99,54,105,
PRINGLESCEBOLLA_1_view_1_pose_11_lit_3_full.jpg,160,120,cebolla,20,99,54,105,
PRINGLESCEBOLLA_1_view_1_pose_11_lit_4_full.jpg,160,120,cebolla,20,99,54,105,
PRINGLESCEBOLLA_1_view_1_pose_11_lit_5_full.jpg,160,120,cebolla,20,99,54,105,
PRINGLESCEBOLLA_1_view_1_pose_120_lit_1_full.jpg,160,120,cebolla,21,96,66,94,
PRINGLESCEBOLLA_1_view_1_pose_120_lit_2_full.jpg,160,120,cebolla,21,96,66,94,
PRINGLESCEBOLLA_1_view_1_pose_120_lit_3_full.jpg,160,120,cebolla,21,96,66,94,
PRINGLESCEBOLLA_1_view_1_pose_120_lit_4_full.jpg,160,120,cebolla,21,96,66,94,
PRINGLESCEBOLLA_1_view_1_pose_120_lit_5_full.jpg,160,120,cebolla,21,96,66,94,
PRINGLESCEBOLLA_1_view_1_pose_121_lit_1_full.jpg,160,120,cebolla,20,95,63,100,
PRINGLESCEBOLLA_1_view_1_pose_121_lit_2_full.jpg,160,120,cebolla,20,95,63,100,
PRINGLESCEBOLLA_1_view_1_pose_121_lit_3_full.jpg,160,120,cebolla,20,95,63,100,
PRINGLESCEBOLLA_1_view_1_pose_121_lit_4_full.jpg,160,120,cebolla,20,95,63,100,
PRINGLESCEBOLLA_1_view_1_pose_121_lit_5_full.jpg,160,120,cebolla,20,95,63,100,
PRINGLESCEBOLLA_1_view_1_pose_122_lit_1_full.jpg,160,120,cebolla,20,98,56,105,
PRINGLESCEBOLLA_1_view_1_pose_122_lit_2_full.jpg,160,120,cebolla,20,98,56,105,
PRINGLESCEBOLLA_1_view_1_pose_122_lit_3_full.jpg,160,120,cebolla,20,98,56,105,
PRINGLESCEBOLLA_1_view_1_pose_122_lit_4_full.jpg,160,120,cebolla,20,98,56,105,
PRINGLESCEBOLLA_1_view_1_pose_122_lit_5_full.jpg,160,120,cebolla,20,98,56,105,
PRINGLESCEBOLLA_1_view_1_pose_123_lit_1_full.jpg,160,120,cebolla,21,96,64,97,
PRINGLESCEBOLLA_1_view_1_pose_123_lit_2_full.jpg,160,120,cebolla,21,96,64,97,
PRINGLESCEBOLLA_1_view_1_pose_123_lit_3_full.jpg,160,120,cebolla,21,96,64,97,
PRINGLESCEBOLLA_1_view_1_pose_123_lit_4_full.jpg,160,120,cebolla,21,96,64,97,
PRINGLESCEBOLLA_1_view_1_pose_123_lit_5_full.jpg,160,120,cebolla,21,96,64,97,
PRINGLESCEBOLLA_1_view_1_pose_124_lit_1_full.jpg,160,120,cebolla,19,99,63,98,
PRINGLESCEBOLLA_1_view_1_pose_124_lit_2_full.jpg,160,120,cebolla,19,99,63,98,
PRINGLESCEBOLLA_1_view_1_pose_124_lit_3_full.jpg,160,120,cebolla,19,99,63,98,
PRINGLESCEBOLLA_1_view_1_pose_124_lit_4_full.jpg,160,120,cebolla,19,99,63,98,
PRINGLESCEBOLLA_1_view_1_pose_124_lit_5_full.jpg,160,120,cebolla,19,99,63,98,
PRINGLESCEBOLLA_1_view_1_pose_125_lit_1_full.jpg,160,120,cebolla,20,98,66,96,
PRINGLESCEBOLLA_1_view_1_pose_125_lit_2_full.jpg,160,120,cebolla,20,98,66,96,
PRINGLESCEBOLLA_1_view_1_pose_125_lit_3_full.jpg,160,120,cebolla,20,98,66,96,
PRINGLESCEBOLLA_1_view_1_pose_125_lit_4_full.jpg,160,120,cebolla,20,98,66,96,
PRINGLESCEBOLLA_1_view_1_pose_125_lit_5_full.jpg,160,120,cebolla,20,98,66,96,
PRINGLESCEBOLLA_1_view_1_pose_126_lit_1_full.jpg,160,120,cebolla,21,95,60,102,
PRINGLESCEBOLLA_1_view_1_pose_126_lit_2_full.jpg,160,120,cebolla,21,95,60,102,
PRINGLESCEBOLLA_1_view_1_pose_126_lit_3_full.jpg,160,120,cebolla,21,95,60,102,
PRINGLESCEBOLLA_1_view_1_pose_126_lit_4_full.jpg,160,120,cebolla,21,95,60,102,
PRINGLESCEBOLLA_1_view_1_pose_126_lit_5_full.jpg,160,120,cebolla,21,95,60,102,
PRINGLESCEBOLLA_1_view_1_pose_127_lit_1_full.jpg,160,120,cebolla,19,99,61,100,
PRINGLESCEBOLLA_1_view_1_pose_127_lit_2_full.jpg,160,120,cebolla,19,99,61,100,
PRINGLESCEBOLLA_1_view_1_pose_127_lit_3_full.jpg,160,120,cebolla,19,99,61,100,
PRINGLESCEBOLLA_1_view_1_pose_127_lit_4_full.jpg,160,120,cebolla,19,99,61,100,
PRINGLESCEBOLLA_1_view_1_pose_127_lit_5_full.jpg,160,120,cebolla,19,99,61,100,
PRINGLESCEBOLLA_1_view_1_pose_128_lit_1_full.jpg,160,120,cebolla,19,99,61,98,
PRINGLESCEBOLLA_1_view_1_pose_128_lit_2_full.jpg,160,120,cebolla,19,99,61,98,
PRINGLESCEBOLLA_1_view_1_pose_128_lit_3_full.jpg,160,120,cebolla,19,99,61,98,
PRINGLESCEBOLLA_1_view_1_pose_128_lit_4_full.jpg,160,120,cebolla,19,99,61,98,
PRINGLESCEBOLLA_1_view_1_pose_128_lit_5_full.jpg,160,120,cebolla,19,99,61,98,
PRINGLESCEBOLLA_1_view_1_pose_129_lit_1_full.jpg,160,120,cebolla,19,99,62,99,
PRINGLESCEBOLLA_1_view_1_pose_129_lit_2_full.jpg,160,120,cebolla,19,99,62,99,
PRINGLESCEBOLLA_1_view_1_pose_129_lit_3_full.jpg,160,120,cebolla,19,99,62,99,
PRINGLESCEBOLLA_1_view_1_pose_129_lit_4_full.jpg,160,120,cebolla,19,99,62,99,
PRINGLESCEBOLLA_1_view_1_pose_129_lit_5_full.jpg,160,120,cebolla,19,99,62,99,
PRINGLESCEBOLLA_1_view_1_pose_12_lit_1_full.jpg,160,120,cebolla,19,98,50,111,
PRINGLESCEBOLLA_1_view_1_pose_12_lit_2_full.jpg,160,120,cebolla,19,98,50,111,
PRINGLESCEBOLLA_1_view_1_pose_12_lit_3_full.jpg,160,120,cebolla,19,98,50,111,
PRINGLESCEBOLLA_1_view_1_pose_12_lit_4_full.jpg,160,120,cebolla,19,98,50,111,
PRINGLESCEBOLLA_1_view_1_pose_12_lit_5_full.jpg,160,120,cebolla,19,98,50,111,
PRINGLESCEBOLLA_1_view_1_pose_130_lit_1_full.jpg,160,120,cebolla,21,95,57,105,
PRINGLESCEBOLLA_1_view_1_pose_130_lit_2_full.jpg,160,120,cebolla,21,95,57,105,
PRINGLESCEBOLLA_1_view_1_pose_130_lit_3_full.jpg,160,120,cebolla,21,95,57,105,
PRINGLESCEBOLLA_1_view_1_pose_130_lit_4_full.jpg,160,120,cebolla,21,95,57,105,
PRINGLESCEBOLLA_1_view_1_pose_130_lit_5_full.jpg,160,120,cebolla,21,95,57,105,
PRINGLESCEBOLLA_1_view_1_pose_131_lit_1_full.jpg,160,120,cebolla,20,96,55,107,
PRINGLESCEBOLLA_1_view_1_pose_131_lit_2_full.jpg,160,120,cebolla,20,96,55,107,
PRINGLESCEBOLLA_1_view_1_pose_131_lit_3_full.jpg,160,120,cebolla,20,96,55,107,
PRINGLESCEBOLLA_1_view_1_pose_131_lit_4_full.jpg,160,120,cebolla,20,96,55,107,
PRINGLESCEBOLLA_1_view_1_pose_131_lit_5_full.jpg,160,120,cebolla,20,96,55,107,
PRINGLESCEBOLLA_1_view_1_pose_132_lit_1_full.jpg,160,120,cebolla,20,97,61,101,
PRINGLESCEBOLLA_1_view_1_pose_132_lit_2_full.jpg,160,120,cebolla,20,97,61,101,
PRINGLESCEBOLLA_1_view_1_pose_132_lit_3_full.jpg,160,120,cebolla,20,96,61,101,
PRINGLESCEBOLLA_1_view_1_pose_132_lit_4_full.jpg,160,120,cebolla,20,96,61,101,
PRINGLESCEBOLLA_1_view_1_pose_132_lit_5_full.jpg,160,120,cebolla,20,97,61,100,
PRINGLESCEBOLLA_1_view_1_pose_133_lit_1_full.jpg,160,120,cebolla,20,98,58,104,
PRINGLESCEBOLLA_1_view_1_pose_133_lit_2_full.jpg,160,120,cebolla,20,98,58,104,
PRINGLESCEBOLLA_1_view_1_pose_133_lit_3_full.jpg,160,120,cebolla,20,98,58,104,
PRINGLESCEBOLLA_1_view_1_pose_133_lit_4_full.jpg,160,120,cebolla,20,98,58,104,
PRINGLESCEBOLLA_1_view_1_pose_133_lit_5_full.jpg,160,120,cebolla,20,98,58,104,
PRINGLESCEBOLLA_1_view_1_pose_134_lit_1_full.jpg,160,120,cebolla,20,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_134_lit_2_full.jpg,160,120,cebolla,20,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_134_lit_3_full.jpg,160,120,cebolla,20,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_134_lit_4_full.jpg,160,120,cebolla,20,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_134_lit_5_full.jpg,160,120,cebolla,20,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_135_lit_1_full.jpg,160,120,cebolla,19,98,51,110,
PRINGLESCEBOLLA_1_view_1_pose_135_lit_2_full.jpg,160,120,cebolla,19,98,51,110,
PRINGLESCEBOLLA_1_view_1_pose_135_lit_3_full.jpg,160,120,cebolla,19,98,51,110,
PRINGLESCEBOLLA_1_view_1_pose_135_lit_4_full.jpg,160,120,cebolla,19,98,51,110,
PRINGLESCEBOLLA_1_view_1_pose_135_lit_5_full.jpg,160,120,cebolla,19,98,51,110,
PRINGLESCEBOLLA_1_view_1_pose_136_lit_1_full.jpg,160,120,cebolla,19,98,52,109,
PRINGLESCEBOLLA_1_view_1_pose_136_lit_2_full.jpg,160,120,cebolla,19,98,52,109,
PRINGLESCEBOLLA_1_view_1_pose_136_lit_3_full.jpg,160,120,cebolla,19,98,52,109,
PRINGLESCEBOLLA_1_view_1_pose_136_lit_4_full.jpg,160,120,cebolla,19,98,52,109,
PRINGLESCEBOLLA_1_view_1_pose_136_lit_5_full.jpg,160,120,cebolla,19,98,52,109,
PRINGLESCEBOLLA_1_view_1_pose_137_lit_1_full.jpg,160,120,cebolla,23,95,45,114,
PRINGLESCEBOLLA_1_view_1_pose_137_lit_2_full.jpg,160,120,cebolla,23,95,45,113,
PRINGLESCEBOLLA_1_view_1_pose_137_lit_3_full.jpg,160,120,cebolla,23,95,45,113,
PRINGLESCEBOLLA_1_view_1_pose_137_lit_4_full.jpg,160,120,cebolla,23,95,45,113,
PRINGLESCEBOLLA_1_view_1_pose_137_lit_5_full.jpg,160,120,cebolla,23,95,45,113,
PRINGLESCEBOLLA_1_view_1_pose_138_lit_1_full.jpg,160,120,cebolla,23,96,50,108,
PRINGLESCEBOLLA_1_view_1_pose_138_lit_2_full.jpg,160,120,cebolla,23,96,50,108,
PRINGLESCEBOLLA_1_view_1_pose_138_lit_3_full.jpg,160,120,cebolla,23,96,50,108,
PRINGLESCEBOLLA_1_view_1_pose_138_lit_4_full.jpg,160,120,cebolla,23,96,50,108,
PRINGLESCEBOLLA_1_view_1_pose_138_lit_5_full.jpg,160,120,cebolla,23,96,50,108,
PRINGLESCEBOLLA_1_view_1_pose_139_lit_1_full.jpg,160,120,cebolla,21,96,50,110,
PRINGLESCEBOLLA_1_view_1_pose_139_lit_2_full.jpg,160,120,cebolla,21,96,50,110,
PRINGLESCEBOLLA_1_view_1_pose_139_lit_3_full.jpg,160,120,cebolla,21,96,50,110,
PRINGLESCEBOLLA_1_view_1_pose_139_lit_4_full.jpg,160,120,cebolla,21,96,50,110,
PRINGLESCEBOLLA_1_view_1_pose_139_lit_5_full.jpg,160,120,cebolla,21,96,50,110,
PRINGLESCEBOLLA_1_view_1_pose_13_lit_1_full.jpg,160,120,cebolla,20,97,45,116,
PRINGLESCEBOLLA_1_view_1_pose_13_lit_2_full.jpg,160,120,cebolla,20,97,45,116,
PRINGLESCEBOLLA_1_view_1_pose_13_lit_3_full.jpg,160,120,cebolla,20,97,45,116,
PRINGLESCEBOLLA_1_view_1_pose_13_lit_4_full.jpg,160,120,cebolla,22,97,45,116,
PRINGLESCEBOLLA_1_view_1_pose_13_lit_5_full.jpg,160,120,cebolla,22,97,45,116,
PRINGLESCEBOLLA_1_view_1_pose_140_lit_1_full.jpg,160,120,cebolla,21,96,43,117,
PRINGLESCEBOLLA_1_view_1_pose_140_lit_2_full.jpg,160,120,cebolla,21,96,43,117,
PRINGLESCEBOLLA_1_view_1_pose_140_lit_3_full.jpg,160,120,cebolla,21,96,43,117,
PRINGLESCEBOLLA_1_view_1_pose_140_lit_4_full.jpg,160,120,cebolla,21,96,43,117,
PRINGLESCEBOLLA_1_view_1_pose_140_lit_5_full.jpg,160,120,cebolla,21,96,43,117,
PRINGLESCEBOLLA_1_view_1_pose_141_lit_1_full.jpg,160,120,cebolla,22,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_141_lit_2_full.jpg,160,120,cebolla,22,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_141_lit_3_full.jpg,160,120,cebolla,22,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_141_lit_4_full.jpg,160,120,cebolla,22,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_141_lit_5_full.jpg,160,120,cebolla,22,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_142_lit_1_full.jpg,160,120,cebolla,23,95,47,112,
PRINGLESCEBOLLA_1_view_1_pose_142_lit_2_full.jpg,160,120,cebolla,23,95,47,112,
PRINGLESCEBOLLA_1_view_1_pose_142_lit_3_full.jpg,160,120,cebolla,23,95,47,112,
PRINGLESCEBOLLA_1_view_1_pose_142_lit_4_full.jpg,160,120,cebolla,23,95,47,112,
PRINGLESCEBOLLA_1_view_1_pose_142_lit_5_full.jpg,160,120,cebolla,23,95,47,112,
PRINGLESCEBOLLA_1_view_1_pose_143_lit_1_full.jpg,160,120,cebolla,23,95,48,112,
PRINGLESCEBOLLA_1_view_1_pose_143_lit_2_full.jpg,160,120,cebolla,23,95,48,112,
PRINGLESCEBOLLA_1_view_1_pose_143_lit_3_full.jpg,160,120,cebolla,23,95,48,112,
PRINGLESCEBOLLA_1_view_1_pose_143_lit_4_full.jpg,160,120,cebolla,23,95,48,112,
PRINGLESCEBOLLA_1_view_1_pose_143_lit_5_full.jpg,160,120,cebolla,23,95,48,112,
PRINGLESCEBOLLA_1_view_1_pose_144_lit_1_full.jpg,160,120,cebolla,23,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_144_lit_2_full.jpg,160,120,cebolla,23,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_144_lit_3_full.jpg,160,120,cebolla,23,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_144_lit_4_full.jpg,160,120,cebolla,23,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_144_lit_5_full.jpg,160,120,cebolla,23,95,47,113,
PRINGLESCEBOLLA_1_view_1_pose_145_lit_1_full.jpg,160,120,cebolla,25,94,39,121,
PRINGLESCEBOLLA_1_view_1_pose_145_lit_2_full.jpg,160,120,cebolla,25,94,39,121,
PRINGLESCEBOLLA_1_view_1_pose_145_lit_3_full.jpg,160,120,cebolla,25,94,39,121,
PRINGLESCEBOLLA_1_view_1_pose_145_lit_4_full.jpg,160,120,cebolla,25,94,39,121,
PRINGLESCEBOLLA_1_view_1_pose_145_lit_5_full.jpg,160,120,cebolla,25,94,39,121,
PRINGLESCEBOLLA_1_view_1_pose_146_lit_1_full.jpg,160,120,cebolla,24,91,35,127,
PRINGLESCEBOLLA_1_view_1_pose_146_lit_2_full.jpg,160,120,cebolla,24,91,35,127,
PRINGLESCEBOLLA_1_view_1_pose_146_lit_3_full.jpg,160,120,cebolla,24,91,35,127,
PRINGLESCEBOLLA_1_view_1_pose_146_lit_4_full.jpg,160,120,cebolla,24,91,35,127,
PRINGLESCEBOLLA_1_view_1_pose_146_lit_5_full.jpg,160,120,cebolla,24,91,35,127,
PRINGLESCEBOLLA_1_view_1_pose_147_lit_1_full.jpg,160,120,cebolla,27,92,36,123,
PRINGLESCEBOLLA_1_view_1_pose_147_lit_2_full.jpg,160,120,cebolla,27,92,36,123,
PRINGLESCEBOLLA_1_view_1_pose_147_lit_3_full.jpg,160,120,cebolla,27,92,36,123,
